,Id,StrategyId,TradingObject,Freq
1429,DLj_ZZSM@192.168.1.30@25215,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T0_B,"DLj_ZZSM,DLj,ZZSM",0.011
1430,DLj_ZZSM@192.168.1.30@26215,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T1_B,"DLj_ZZSM,DLj,ZZSM",0.01
1431,DLj_ZZSM@192.168.1.51@24010,Cn.Com.U17.CPA@CnCom.Id107207.7946B,"DLj_ZZSM,DLj,ZZSM",0.0
1432,DLj_ZZSM@192.168.1.51@35205,Cn.Com.U16.CPA@CnCom.Id107227.B,"DLj_ZZSM,DLj,ZZSM",0.007
1433,DLj_ZZTA@192.168.1.12@26042,China.Commodities.Id107206.CA,"DLj_ZZTA,DLj,ZZTA",0.001
1434,DLj_ZZTA@192.168.1.12@34144,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLj_ZZTA,DLj,ZZTA",0.005
1435,DLj_ZZTA@192.168.1.17@25028,China.Commodities.Id107206.CB,"DLj_ZZTA,DLj,ZZTA",0.001
1436,DLj_ZZTA@192.168.1.17@26024,China.Commodities.Id107206.MA,"DLj_ZZTA,DLj,ZZTA",0.0
1437,DLj_ZZTA@192.168.1.17@29033,China.Commodities.Id107206.PB,"DLj_ZZTA,DLj,ZZTA",0.0
1438,DLj_ZZTA@192.168.1.17@30032,China.Commodities.Id107206.PA,"DLj_ZZTA,DLj,ZZTA",
1439,DLj_ZZTA@192.168.1.18@24033,China.Cpa.929_80,"DLj_ZZTA,DLj,ZZTA",0.003
1440,DLj_ZZTA@192.168.1.53@28008,China.Commodities.Id107201,"DLj_ZZTA,DLj,ZZTA",0.001
1441,DLj_ZZTA@192.168.1.53@29025,China.Commodities.Id107202,"DLj_ZZTA,DLj,ZZTA",0.0
1442,DLj_ZZTA@192.168.1.53@30009,China.Commodities.Id107203,"DLj_ZZTA,DLj,ZZTA",0.001
1443,DLj_ZZTA@192.168.1.53@31019,China.Commodities.Id107204,"DLj_ZZTA,DLj,ZZTA",0.002
1444,DLj_ZZTC@192.168.1.12@26043,China.Commodities.Id107206.CA,"DLj_ZZTC,DLj,ZZTC",0.0
1445,DLj_ZZTC@192.168.1.14@25313,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6All_L1N,"DLj_ZZTC,DLj,ZZTC",0.077
1446,DLj_ZZTC@192.168.1.15@20107,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"DLj_ZZTC,DLj,ZZTC",0.051
1447,DLj_ZZTC@192.168.1.15@20205,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1N,"DLj_ZZTC,DLj,ZZTC",0.054
1448,DLj_ZZTC@192.168.1.15@62209,Cn.Com.60B.CPA@CnCom.Id807042.B,"DLj_ZZTC,DLj,ZZTC",0.003
1449,DLj_ZZTC@192.168.1.15@63208,Cn.Com.60B.CPA@CnCom.Id807042.S2_B,"DLj_ZZTC,DLj,ZZTC",0.003
1450,DLj_ZZTC@192.168.1.15@64421,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"DLj_ZZTC,DLj,ZZTC",0.138
1451,DLj_ZZTC@192.168.1.16@48012,Cn.Com.60B.CPA@CnCom.Id107001.7947B,"DLj_ZZTC,DLj,ZZTC",0.0
1452,DLj_ZZTC@192.168.1.16@61207,Cn.Com.U16.CPA@CnCom.Id107203.C_B,"DLj_ZZTC,DLj,ZZTC",0.002
1453,DLj_ZZTC@192.168.1.17@25029,China.Commodities.Id107206.CB,"DLj_ZZTC,DLj,ZZTC",0.001
1454,DLj_ZZTC@192.168.1.17@27023,China.Commodities.Id107206.MB,"DLj_ZZTC,DLj,ZZTC",0.0
1455,DLj_ZZTC@192.168.1.17@29034,China.Commodities.Id107206.PB,"DLj_ZZTC,DLj,ZZTC",0.0
1456,DLj_ZZTC@192.168.1.17@30033,China.Commodities.Id107206.PA,"DLj_ZZTC,DLj,ZZTC",
1457,DLj_ZZTC@192.168.1.17@33004,Cn.Com.U17.CPA@CnCom.Id107207.BlackC,"DLj_ZZTC,DLj,ZZTC",0.001
1458,DLj_ZZTC@192.168.1.17@51419,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_BC,"DLj_ZZTC,DLj,ZZTC",0.0
1459,DLj_ZZTC@192.168.1.17@51614,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_BP,"DLj_ZZTC,DLj,ZZTC",0.0
1460,DLj_ZZTC@192.168.1.30@25216,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T0_B,"DLj_ZZTC,DLj,ZZTC",0.01
1461,DLj_ZZTC@192.168.1.30@26216,Cn.All.60B.PairX(MFA)@Cn.Id807035.MFA_T1_B,"DLj_ZZTC,DLj,ZZTC",0.009
1462,DLj_ZZTC@192.168.1.33@33208,Cn.Com.U24.CPA@CnCom.Id107215.PV_B,"DLj_ZZTC,DLj,ZZTC",0.0
1463,DLj_ZZTC@192.168.1.51@17205,Cn.Com.U22.CPA@CnCom.Id107215.BTX2,"DLj_ZZTC,DLj,ZZTC",0.002
1464,DLj_ZZTC@192.168.1.51@24011,Cn.Com.U17.CPA@CnCom.Id107207.7946B,"DLj_ZZTC,DLj,ZZTC",0.0
1465,DLj_ZZTC@192.168.1.53@20320,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"DLj_ZZTC,DLj,ZZTC",0.076
1466,DLj_ZZTC@192.168.1.61@27204,Cn.Com.60B.CPA@CnCom.Id107217.M_B,"DLj_ZZTC,DLj,ZZTC",0.001
1467,DLj_ZZTC@192.168.1.61@31016,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"DLj_ZZTC,DLj,ZZTC",0.07
1468,DLjd@192.168.1.11@24102,Cn.Com.U16.Pattern@CnCom.Id007122.A,DLjd,0.012
1469,DLjd@192.168.1.11@31101,Cn.Com.U16.Pattern@CnCom.Id007123.A,DLjd,0.006
1470,DLjd@192.168.1.16@29004,China.Commodities.Pattern.T2N,DLjd,0.009
1471,DLjd@192.168.1.16@30004,China.Commodities.Pattern.T2S,DLjd,0.004
1472,DLjd@192.168.1.17@39004,Cn.All.60.PairX(CalArb)@CnFutures.Id807035.CalArb,DLjd,0.052
1473,DLjd@192.168.1.18@12005,China.Commodities.Pattern.N2,DLjd,0.011
1474,DLjd@192.168.1.31@21003,China.Commodities.Id007101,DLjd,0.005
1475,DLjd@192.168.1.31@22101,Cn.Com.U16.Pattern@CnCom.Id007102.A,DLjd,0.006
1476,DLjd@192.168.1.31@31003,CnCom.Id002031.A,DLjd,0.007
1477,DLjd@192.168.1.31@32006,CnCom.Id002031.M,DLjd,0.008
1478,DLjd@192.168.1.32@23102,Cn.Com.U16.Pattern@CnCom.Id007104.C_A,DLjd,0.003
1479,DLjd@192.168.1.32@25501,Cn.Com.U16.Pattern@CnCom.Id007112.A,DLjd,0.006
1480,DLjd@192.168.1.32@26101,Cn.Com.U16.Pattern@CnCom.Id007103.CAPM_A_C,DLjd,0.003
1481,DLjd@192.168.1.34@25103,Cn.Com.U16.Pattern@CnCom.Id007112.M_A,DLjd,0.006
1482,DLjd@192.168.1.61@24004,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2,DLjd,0.038
1483,DLjd@192.168.1.61@24005,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArbAll2,DLjd,0.027
1484,DLjd_DLa@192.168.1.14@43314,Cn.Com.U22.CPA@CnCom.Id107215.ATC2,"DLjd_DLa,DLjd,DLa",0.002
1485,DLjd_DLa@192.168.1.14@43403,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"DLjd_DLa,DLjd,DLa",0.004
1486,DLjd_DLa@192.168.1.17@51113,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_DLa,DLjd,DLa",0.001
1487,DLjd_DLa@192.168.1.53@42212,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"DLjd_DLa,DLjd,DLa",0.001
1488,DLjd_DLa@192.168.1.53@42309,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"DLjd_DLa,DLjd,DLa",0.002
1489,DLjd_DLa@192.168.1.53@42403,Cn.Com.U22.CPA@CnCom.Id107215.APD2,"DLjd_DLa,DLjd,DLa",0.005
1490,DLjd_DLc@192.168.1.17@51114,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_DLc,DLjd,DLc",0.001
1491,DLjd_DLc@192.168.1.32@21103,Cn.Com.60B.CPA@CnCom.Id807040.A,"DLjd_DLc,DLjd,DLc",0.001
1492,DLjd_DLc@192.168.1.33@33105,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLjd_DLc,DLjd,DLc",0.0
1493,DLjd_DLc@192.168.1.53@42213,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"DLjd_DLc,DLjd,DLc",0.001
1494,DLjd_DLcs@192.168.1.14@43404,Cn.Com.U22.CPA@CnCom.Id107215.ATD2,"DLjd_DLcs,DLjd,DLcs",0.004
1495,DLjd_DLcs@192.168.1.15@61102,Cn.Com.60B.CPA@CnCom.Id807041.A,"DLjd_DLcs,DLjd,DLcs",0.008
1496,DLjd_DLcs@192.168.1.17@32012,Cn.Com.U17.CPA@CnCom.Id107207.AgricultureD,"DLjd_DLcs,DLjd,DLcs",0.006
1497,DLjd_DLcs@192.168.1.17@51115,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_DLcs,DLjd,DLcs",0.001
1498,DLjd_DLcs@192.168.1.33@28103,Cn.Com.U16.CPA@CnCom.Id107226.M_A,"DLjd_DLcs,DLjd,DLcs",0.005
1499,DLjd_DLcs@192.168.1.33@33106,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLjd_DLcs,DLjd,DLcs",0.0
1500,DLjd_DLcs@192.168.1.53@42214,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"DLjd_DLcs,DLjd,DLcs",0.002
1501,DLjd_DLj@192.168.1.12@34125,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_DLj,DLjd,DLj",0.007
1502,DLjd_DLm@192.168.1.17@51116,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_DLm,DLjd,DLm",0.001
1503,DLjd_DLm@192.168.1.33@33107,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLjd_DLm,DLjd,DLm",0.0
1504,DLjd_DLm@192.168.1.53@42310,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"DLjd_DLm,DLjd,DLm",0.002
1505,DLjd_DLp@192.168.1.14@43105,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"DLjd_DLp,DLjd,DLp",0.002
1506,DLjd_DLp@192.168.1.14@43213,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"DLjd_DLp,DLjd,DLp",0.002
1507,DLjd_DLp@192.168.1.53@42215,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"DLjd_DLp,DLjd,DLp",0.001
1508,DLjd_DLpp@192.168.1.12@34126,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_DLpp,DLjd,DLpp",0.02
1509,DLjd_DLv@192.168.1.12@34127,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_DLv,DLjd,DLv",0.013
1510,DLjd_DLy@192.168.1.14@43106,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"DLjd_DLy,DLjd,DLy",0.002
1511,DLjd_DLy@192.168.1.14@43214,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"DLjd_DLy,DLjd,DLy",0.002
1512,DLjd_SQrb@192.168.1.12@34128,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_SQrb,DLjd,SQrb",0.032
1513,DLjd_SQsn@192.168.1.12@34129,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_SQsn,DLjd,SQsn",0.011
1514,DLjd_SQzn@192.168.1.12@34130,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_SQzn,DLjd,SQzn",0.008
1515,DLjd_ZZCF@192.168.1.16@55007,Cn.Com.60B.CPA@CnCom.Id107218.A,"DLjd_ZZCF,DLjd,ZZCF",0.002
1516,DLjd_ZZCF@192.168.1.16@64105,Cn.Com.U16.CPA@CnCom.Id107202.M_A,"DLjd_ZZCF,DLjd,ZZCF",0.003
1517,DLjd_ZZCF@192.168.1.17@41009,Cn.Com.60B.CPA@CnCom.Id107217.A,"DLjd_ZZCF,DLjd,ZZCF",0.001
1518,DLjd_ZZCF@192.168.1.17@51117,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_ZZCF,DLjd,ZZCF",0.001
1519,DLjd_ZZCF@192.168.1.51@23010,Cn.Com.U17.CPA@CnCom.Id107207.7946A,"DLjd_ZZCF,DLjd,ZZCF",0.0
1520,DLjd_ZZOI@192.168.1.11@23506,Cn.Com.U16.CPA@CnCom.Id107226.A,"DLjd_ZZOI,DLjd,ZZOI",0.004
1521,DLjd_ZZOI@192.168.1.14@43107,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"DLjd_ZZOI,DLjd,ZZOI",0.002
1522,DLjd_ZZOI@192.168.1.14@43215,Cn.Com.U22.CPA@CnCom.Id107215.ATB2,"DLjd_ZZOI,DLjd,ZZOI",0.002
1523,DLjd_ZZOI@192.168.1.16@59602,Cn.Com.U16.CPA@CnCom.Id107225.7944A,"DLjd_ZZOI,DLjd,ZZOI",0.003
1524,DLjd_ZZOI@192.168.1.17@32013,Cn.Com.U17.CPA@CnCom.Id107207.AgricultureD,"DLjd_ZZOI,DLjd,ZZOI",0.004
1525,DLjd_ZZOI@192.168.1.53@42311,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"DLjd_ZZOI,DLjd,ZZOI",0.002
1526,DLjd_ZZRM@192.168.1.11@34108,Cn.Com.U16.CPA@CnCom.Id107229.A,"DLjd_ZZRM,DLjd,ZZRM",0.008
1527,DLjd_ZZRM@192.168.1.17@51118,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_ZZRM,DLjd,ZZRM",0.001
1528,DLjd_ZZRM@192.168.1.33@33108,Cn.Com.U24.CPA@CnCom.Id107215.PV_A,"DLjd_ZZRM,DLjd,ZZRM",0.0
1529,DLjd_ZZRM@192.168.1.53@42312,Cn.Com.U22.CPA@CnCom.Id107215.APC2,"DLjd_ZZRM,DLjd,ZZRM",0.002
1530,DLjd_ZZSM@192.168.1.12@34131,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_ZZSM,DLjd,ZZSM",0.026
1531,DLjd_ZZSR@192.168.1.11@23507,Cn.Com.U16.CPA@CnCom.Id107226.A,"DLjd_ZZSR,DLjd,ZZSR",0.005
1532,DLjd_ZZSR@192.168.1.11@34109,Cn.Com.U16.CPA@CnCom.Id107229.A,"DLjd_ZZSR,DLjd,ZZSR",0.009
1533,DLjd_ZZSR@192.168.1.12@33503,Cn.Com.60B.CPA@CnCom.Id107216.D_A,"DLjd_ZZSR,DLjd,ZZSR",0.008
1534,DLjd_ZZSR@192.168.1.14@43108,Cn.Com.U22.CPA@CnCom.Id107215.ATA2,"DLjd_ZZSR,DLjd,ZZSR",0.002
1535,DLjd_ZZSR@192.168.1.16@61106,Cn.Com.U16.CPA@CnCom.Id107203.C_A,"DLjd_ZZSR,DLjd,ZZSR",0.002
1536,DLjd_ZZSR@192.168.1.16@63103,Cn.Com.U16.CPA@CnCom.Id107233.C_A,"DLjd_ZZSR,DLjd,ZZSR",0.006
1537,DLjd_ZZSR@192.168.1.17@51119,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_AC,"DLjd_ZZSR,DLjd,ZZSR",0.001
1538,DLjd_ZZSR@192.168.1.51@23011,Cn.Com.U17.CPA@CnCom.Id107207.7946A,"DLjd_ZZSR,DLjd,ZZSR",0.0
1539,DLjd_ZZSR@192.168.1.53@42216,Cn.Com.U22.CPA@CnCom.Id107215.APB2,"DLjd_ZZSR,DLjd,ZZSR",0.001
1540,DLjd_ZZSR@192.168.1.53@42404,Cn.Com.U22.CPA@CnCom.Id107215.APD2,"DLjd_ZZSR,DLjd,ZZSR",0.006
1541,DLjd_ZZSR@192.168.1.61@27104,Cn.Com.60B.CPA@CnCom.Id107217.M_A,"DLjd_ZZSR,DLjd,ZZSR",0.008
1542,DLjd_ZZTC@192.168.1.12@34132,Cn.Com.60B.CPA@CnCom.Id807042.R,"DLjd_ZZTC,DLjd,ZZTC",0.024
1543,DLjm@192.168.1.11@24202,Cn.Com.U16.Pattern@CnCom.Id007122.B,DLjm,0.003
1544,DLjm@192.168.1.11@30305,Cn.All.60B.PairX(MFA)@CnCom.Id807055.CnCal_V6L2,DLjm,0.04
1545,DLjm@192.168.1.11@30505,Cn.All.60B.PairX(MFA)@CnCom.Id807055.CnCal_V6L2N,DLjm,0.059
1546,DLjm@192.168.1.11@31201,Cn.Com.U16.Pattern@CnCom.Id007123.B,DLjm,0.002
1547,DLjm@192.168.1.12@31309,Cn.All.60.PairX(CalArb)@CnCom.Id807012.CnComCal,DLjm,0.105
1548,DLjm@192.168.1.12@31310,Cn.All.60.PairX(CalArb)@CnCom.Id807012.CnComCal,DLjm,0.047
1549,DLjm@192.168.1.12@32003,Cn.Com.Tick.Pattern@CnCom.Id507125.1MPoint1,DLjm,0.038
1550,DLjm@192.168.1.12@35105,Cn.All.60.PairX(CalArb)@CnCom.Id807002.CnComCal,DLjm,0.389
1551,DLjm@192.168.1.16@29005,China.Commodities.Pattern.T2N,DLjm,0.001
1552,DLjm@192.168.1.16@30005,China.Commodities.Pattern.T2S,DLjm,0.002
1553,DLjm@192.168.1.16@32202,Cn.Com.60B.Pattern@CnCom.Id007929.T2N3_B,DLjm,0.001
1554,DLjm@192.168.1.16@33503,Cn.Com.60B.Pattern@CnCom.Id007969.Intra1,DLjm,0.021
1555,DLjm@192.168.1.16@38202,Cn.Com.60B.Pattern@CnCom.Id007929.T2NL_B,DLjm,0.001
1556,DLjm@192.168.1.17@39005,Cn.All.60.PairX(CalArb)@CnFutures.Id807035.CalArb,DLjm,0.01
1557,DLjm@192.168.1.18@12006,China.Commodities.Pattern.N2,DLjm,0.001
1558,DLjm@192.168.1.18@53104,Cn.Com.60B.Pattern@CnCom.Id007970.Intra,DLjm,0.022
1559,DLjm@192.168.1.31@21004,China.Commodities.Id007101,DLjm,0.001
1560,DLjm@192.168.1.31@22201,Cn.Com.U16.Pattern@CnCom.Id007102.B,DLjm,0.002
1561,DLjm@192.168.1.31@31004,CnCom.Id002031.A,DLjm,0.001
1562,DLjm@192.168.1.31@32007,CnCom.Id002031.M,DLjm,0.002
1563,DLjm@192.168.1.32@25601,Cn.Com.U16.Pattern@CnCom.Id007112.B,DLjm,0.002
1564,DLjm@192.168.1.34@26703,Cn.Com.60B.Pattern@CnCom.Id007929.MRS,DLjm,0.035
1565,DLjm@192.168.1.51@10004,China.Commodities.Pattern.S,DLjm,0.002
1566,DLjm@192.168.1.51@12003,China.Commodities.Id002022E,DLjm,0.001
1567,DLjm@192.168.1.51@19202,Cn.Com.60B.Pattern@CnCom.Id007929.T2N_B,DLjm,0.001
1568,DLjm@192.168.1.51@20202,Cn.Com.60B.Pattern@CnCom.Id007929.T2N2_B,DLjm,0.001
1569,DLjm@192.168.1.52@51203,Cn.Com.60B.Pattern@CnCom.Id007929.T2NS0Intra,DLjm,0.034
1570,DLjm_DLa@192.168.1.16@51002,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"DLjm_DLa,DLjm,DLa",0.0
1571,DLjm_DLi@192.168.1.11@39204,Cn.Com.U21.CPA@CnCom.Id107215.P_B,"DLjm_DLi,DLjm,DLi",0.001
1572,DLjm_DLi@192.168.1.11@39603,Cn.Com.U21.CPA@CnCom.Id107215.T_B,"DLjm_DLi,DLjm,DLi",0.001
1573,DLjm_DLi@192.168.1.15@64410,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"DLjm_DLi,DLjm,DLi",0.148
1574,DLjm_DLi@192.168.1.16@48004,Cn.Com.60B.CPA@CnCom.Id107001.7947B,"DLjm_DLi,DLjm,DLi",0.0
1575,DLjm_DLi@192.168.1.17@51606,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_BP,"DLjm_DLi,DLjm,DLi",0.0
1576,DLjm_DLi@192.168.1.51@16203,Cn.Com.U25.CPA@CnCom.Id107220.PMC_B,"DLjm_DLi,DLjm,DLi",0.001
1577,DLjm_DLi@192.168.1.53@20310,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"DLjm_DLi,DLjm,DLi",0.091
1578,DLjm_DLi@192.168.1.61@31007,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"DLjm_DLi,DLjm,DLi",0.068
1579,DLjm_DLj@192.168.1.15@20101,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"DLjm_DLj,DLjm,DLj",0.062
1580,DLjm_DLj@192.168.1.15@64411,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"DLjm_DLj,DLjm,DLj",0.142
1581,DLjm_DLj@192.168.1.17@51505,Cn.Com.U16.CPA@CnCom.Id107206.CAPM_BM,"DLjm_DLj,DLjm,DLj",0.0
1582,DLjm_DLj@192.168.1.18@34005,Cn.All.60B.PairX(MFA)@CnCom.PairEx.MFA807025,"DLjm_DLj,DLjm,DLj",0.092
1583,DLjm_DLj@192.168.1.33@33203,Cn.Com.U24.CPA@CnCom.Id107215.PV_B,"DLjm_DLj,DLjm,DLj",0.0
1584,DLjm_DLj@192.168.1.51@15203,Cn.Com.U25.CPA@CnCom.Id107215.CIP_B,"DLjm_DLj,DLjm,DLj",0.0
1585,DLjm_DLj@192.168.1.51@16204,Cn.Com.U25.CPA@CnCom.Id107220.PMC_B,"DLjm_DLj,DLjm,DLj",0.001
1586,DLjm_DLj@192.168.1.53@20311,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6_All_L1,"DLjm_DLj,DLjm,DLj",0.099
1587,DLjm_DLj@192.168.1.61@31008,Cn.All.60B.PairX(MFA)@CnCom.Id807045.V6E0_All_L1,"DLjm_DLj,DLjm,DLj",0.074
1588,DLjm_DLl@192.168.1.12@26018,China.Commodities.Id107206.CA,"DLjm_DLl,DLjm,DLl",0.0
1589,DLjm_DLl@192.168.1.17@26007,China.Commodities.Id107206.MA,"DLjm_DLl,DLjm,DLl",0.0
1590,DLjm_DLl@192.168.1.17@29008,China.Commodities.Id107206.PB,"DLjm_DLl,DLjm,DLl",0.0
1591,DLjm_DLl@192.168.1.17@30015,China.Commodities.Id107206.PA,"DLjm_DLl,DLjm,DLl",
1592,DLjm_DLl@192.168.1.18@24016,China.Cpa.929_80,"DLjm_DLl,DLjm,DLl",0.003
1593,DLjm_DLl@192.168.1.53@29013,China.Commodities.Id107202,"DLjm_DLl,DLjm,DLl",0.0
1594,DLjm_DLm@192.168.1.16@51003,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"DLjm_DLm,DLjm,DLm",0.0
1595,DLjm_DLp@192.168.1.16@51004,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"DLjm_DLp,DLjm,DLp",0.0
1596,DLjm_DLpp@192.168.1.12@26019,China.Commodities.Id107206.CA,"DLjm_DLpp,DLjm,DLpp",0.0
1597,DLjm_DLpp@192.168.1.17@25007,China.Commodities.Id107206.CB,"DLjm_DLpp,DLjm,DLpp",0.0
1598,DLjm_DLpp@192.168.1.17@27006,China.Commodities.Id107206.MB,"DLjm_DLpp,DLjm,DLpp",0.0
1599,DLjm_DLpp@192.168.1.17@29009,China.Commodities.Id107206.PB,"DLjm_DLpp,DLjm,DLpp",0.0
1600,DLjm_DLpp@192.168.1.18@24017,China.Cpa.929_80,"DLjm_DLpp,DLjm,DLpp",0.0
1601,DLjm_DLpp@192.168.1.53@28004,China.Commodities.Id107201,"DLjm_DLpp,DLjm,DLpp",0.001
1602,DLjm_DLy@192.168.1.16@51005,Cn.Com.60B.CPA@CnCom.Id107001.7947AB,"DLjm_DLy,DLjm,DLy",0.0
1603,DLjm_SQag@192.168.1.12@26020,China.Commodities.Id107206.CA,"DLjm_SQag,DLjm,SQag",0.0
1604,DLjm_SQag@192.168.1.17@25008,China.Commodities.Id107206.CB,"DLjm_SQag,DLjm,SQag",0.0
1605,DLjm_SQag@192.168.1.17@29010,China.Commodities.Id107206.PB,"DLjm_SQag,DLjm,SQag",0.0
1606,DLjm_SQag@192.168.1.53@29014,China.Commodities.Id107202,"DLjm_SQag,DLjm,SQag",0.001
1607,DLjm_SQau2@192.168.1.12@26021,China.Commodities.Id107206.CA,"DLjm_SQau2,DLjm,SQau2",0.0
1608,DLjm_SQau2@192.168.1.17@25009,China.Commodities.Id107206.CB,"DLjm_SQau2,DLjm,SQau2",0.0
1609,DLjm_SQau2@192.168.1.17@29011,China.Commodities.Id107206.PB,"DLjm_SQau2,DLjm,SQau2",0.0
1610,DLjm_SQau2@192.168.1.53@29015,China.Commodities.Id107202,"DLjm_SQau2,DLjm,SQau2",0.001
1611,DLjm_SQau2@192.168.1.53@31010,China.Commodities.Id107204,"DLjm_SQau2,DLjm,SQau2",0.003
1612,DLjm_SQbu@192.168.1.12@26022,China.Commodities.Id107206.CA,"DLjm_SQbu,DLjm,SQbu",0.0
1613,DLjm_SQbu@192.168.1.17@25010,China.Commodities.Id107206.CB,"DLjm_SQbu,DLjm,SQbu",0.0
1614,DLjm_SQbu@192.168.1.17@26008,China.Commodities.Id107206.MA,"DLjm_SQbu,DLjm,SQbu",0.0
1615,DLjm_SQbu@192.168.1.17@27007,China.Commodities.Id107206.MB,"DLjm_SQbu,DLjm,SQbu",0.0
1616,DLjm_SQbu@192.168.1.17@29012,China.Commodities.Id107206.PB,"DLjm_SQbu,DLjm,SQbu",0.0
1617,DLjm_SQbu@192.168.1.17@30016,China.Commodities.Id107206.PA,"DLjm_SQbu,DLjm,SQbu",
1618,DLjm_SQbu@192.168.1.18@24018,China.Cpa.929_80,"DLjm_SQbu,DLjm,SQbu",0.001
1619,DLjm_SQbu@192.168.1.53@29016,China.Commodities.Id107202,"DLjm_SQbu,DLjm,SQbu",0.0
1620,DLjm_SQbu@192.168.1.53@31011,China.Commodities.Id107204,"DLjm_SQbu,DLjm,SQbu",0.0
1621,DLjm_SQhc@192.168.1.11@34204,Cn.Com.U16.CPA@CnCom.Id107229.B,"DLjm_SQhc,DLjm,SQhc",0.01
1622,DLjm_SQhc@192.168.1.11@39205,Cn.Com.U21.CPA@CnCom.Id107215.P_B,"DLjm_SQhc,DLjm,SQhc",0.001
1623,DLjm_SQhc@192.168.1.11@39604,Cn.Com.U21.CPA@CnCom.Id107215.T_B,"DLjm_SQhc,DLjm,SQhc",0.002
1624,DLjm_SQhc@192.168.1.12@26023,China.Commodities.Id107206.CA,"DLjm_SQhc,DLjm,SQhc",0.001
1625,DLjm_SQhc@192.168.1.12@33605,Cn.Com.60B.CPA@CnCom.Id107216.D_B,"DLjm_SQhc,DLjm,SQhc",0.003
1626,DLjm_SQhc@192.168.1.14@25306,Cn.All.60B.PairX(MFA)@CnCom.Id807045.MFA_V6All_L1N,"DLjm_SQhc,DLjm,SQhc",0.078
1627,DLjm_SQhc@192.168.1.15@20102,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnE2AllL1,"DLjm_SQhc,DLjm,SQhc",0.057
1628,DLjm_SQhc@192.168.1.15@61201,Cn.Com.60B.CPA@CnCom.Id807041.B,"DLjm_SQhc,DLjm,SQhc",0.005
1629,DLjm_SQhc@192.168.1.15@64412,Cn.All.60B.PairX(MFA)@Cn.Id807012.CnComV4L1,"DLjm_SQhc,DLjm,SQhc",0.15
